"","Group_Name","BMSYCap","MSYCap","Type","MSYProp","BMSYProp"
"1","Amberjack",3229.18216617024,901.458033417826,"MSY Curve",0.00178442738059764,0.00217565551935595
"2","Benthic piscivores",1962.51798682242,180.181777619999,"MSY Curve",0.000356668070559926,0.0013222428683636
"3","Blacktip shark",9371.6125018838,541.263383161598,"MSY Curve",0.00107142558524496,0.00631410661144899
"4","Brown shrimp",1488.813914753,30245.4060634549,"MSY Curve",0.0598704861637272,0.00100308562485586
"5","Cobia",3023.29813231888,739.15984102261,"MSY Curve",0.00146315969247966,0.00203694153186752
"6","Deep-water grouper",2494.63069247476,587.898672638901,"MSY Curve",0.00116373968569164,0.00168075282085257
"7","Dusky shark",1314.67713168828,172.015220884842,"MSY Curve",0.000340502451193078,0.000885761288939886
"8","Gag Grouper",2191.24640308486,441.643596702541,"MSY Curve",0.000874229190052998,0.00147634821630224
"9","Goliath grouper",109.847021629516,30.8101059631138,"MSY Curve",6.09883041046818e-05,7.40092279081632e-05
"10","Gray triggerfish",2791.66523633664,1080.11052856408,"MSY Curve",0.00213806825142373,0.00188087929608296
"11","King Mackerel",10842.6744768327,1154.80807719487,"MSY Curve",0.00228593132002931,0.00730523189965407
"12","Large coastal sharks",11385.6177898303,416.583241653396,"MSY Curve",0.000824622461775648,0.0076710389538351
"13","Menhaden",1345662.61778461,340001.42047632,"MSY Curve",0.673029494051695,0.906637702959402
"14","Mutton snapper",1429.31328295142,554.684498926484,"MSY Curve",0.00109799255293644,0.00096299718409199
"15","Other snapper",656.045212986401,224.405413167848,"MSY Curve",0.000444208325586503,0.000442009250371186
"16","Pelagic coastal piscivores",5743.64025360436,1260.51913876097,"MSY Curve",0.00249518533485615,0.00386976701093627
"17","Pink shrimp",11731.0535581935,68178.5102948806,"MSY Curve",0.134958695833324,0.0079037756646642
"18","Red Grouper",2336.5054276674,1169.28856872213,"MSY Curve",0.00231459531170488,0.00157421621578524
"19","Red Snapper",26841.2983440414,5770.27171713249,"MSY Curve",0.0114221965569493,0.0180842751767553
"20","Small coastal sharks",343.100531733764,51.0986232213228,"MSY Curve",0.000101149226039131,0.000231163349463751
"21","Spanish Mackerel",87.628529376717,26.6753364138513,"MSY Curve",5.28035681295734e-05,5.90395597959116e-05
"22","Tilefish",112.55178668787,40.9814526498222,"MSY Curve",8.11223856176046e-05,7.58315583698565e-05
"23","Vermilion snapper",9460.01843339101,5708.72025295304,"MSY Curve",0.0113003560342338,0.00637366994449427
"24","White shrimp",23063.3004955143,44599.1199393815,"MSY Curve",0.0882835227155863,0.0155388561052102
"25","Yellowedge Grouper",1471.3454002542,243.621953138295,"MSY Curve",0.000482247278940331,0.000991316245480986
"26","Reef invertebrate feeders",434.60357,78.6954641944444,"Average",0.000155776903451611,0.000292813352466796
"27","Reef omnivores",987.09208,5.77280648055556,"Average",1.14272140964107e-05,0.000665051465495837
"28","Shallow-water grouper",3668.2269,775.44113,"Average",0.00153497814997253,0.00247146109774911
