TimeStep,"Coastal dolphins","Offshore dolphins","Baleen whales",Seabird,"Sea turtle","Blacktip shark","Dusky shark","Sandbar shark","Large coastal sharks","Large oceanic sharks","Atlantic sharpnose shark","Small coastal sharks","Yellowfin tuna","Bluefin tuna","Other tunas",Billfish,Swordfish,"Pelagic coastal piscivores",Amberjack,Cobia,"King mackerel (0-1yr)","King mackerel (1+yr)","Spanish mackerel (0-1yr)","Spanish mackerel (1+yr)",Skates-rays,"Gag grouper (0-3yr)","Gag grouper (3+yr)","Red grouper (0-3yr)","Red grouper (3+yr)","Yellowedge grouper (0-3yr)","Yellowedge grouper (3+yr)","Goliath grouper","Deep-water grouper","Shallow-water grouper","Red snapper (0yr)","Red snapper (1-2yr)","Red snapper (3+yr)","Vermilion snapper","Mutton snapper","Other snapper","Inshore coastal piscivores","Sea trout","Oceanic piscivores","Benthic piscivores","Reef piscivores","Reef invertebrate feeders","Demersal coastal invertebrate feeders","Red drum","Benthic coastal invertebrate feeders",Tilefish,"Gray triggerfish","Coastal omnivores","Reef omnivores","Surface pelagics","Large oceanic planktivores","Oceanic planktivores",Sardine-herring-scad,"Menhaden (0yr)","Menhaden (1yr)","Menhaden (2yr)","Menhaden (3yr)","Menhaden (4yr)",Anchovy-silverside-killifish,Mullet,Butterfish,Cephalopod,"Pink shrimp","Brown shrimp","White shrimp",Crab,"Sessile epifauna","Mobile epifauna",Zooplankton,Infauna,Algae,Seagrass,Phytoplankton,Detritus
11,0.02393237,0.05145482,0.03503484,0.02006201,0.01403256,0.06875642,0.007923672,0.002485927,0.03498003,0.02260281,0.02098031,0.001097691,0.02060965,0.0009483616,0.08956606,0.001179396,0.02062456,0.0176768,0.0175705,0.007754701,5.487205E-05,0.04876669,2.097154E-06,0.0001755715,0.05501462,0.0002059551,0.005329747,0.0006999039,0.008102308,2.400089E-05,0.01408303,0.0002102947,0.01023016,0.01177059,0.02085303,0.01705228,0.02623655,0.0582017,0.006988776,0.001404083,0.03099096,0.1357857,0.3434416,0.01007975,0.05641944,0.002010241,0.4031949,0.04912565,0.2009836,0.001157237,0.01815983,0.444403,0.003002189,0.09269219,0.01735766,0.01451956,0.08435744,1.400724,2.042286,0.6614625,0.1586019,0.08742581,0.006977139,0.009003085,0.009116672,5.636899,0.04507572,0.00355036,0.04210059,0.2170087,4.480043,5.580433,17.18693,24.47534,41.53231,3.293135,33.29658,72.14287
12,0.02399227,0.05169113,0.03520023,0.02016111,0.01404234,0.06862392,0.0079209,0.002499753,0.03499611,0.02258417,0.02101364,0.001095712,0.02058579,0.0009524552,0.09178367,0.00117882,0.02076735,0.01836733,0.01744839,0.0077455,5.111427E-05,0.04660563,2.358378E-06,0.0001879524,0.05528114,0.0002064148,0.005308192,0.0007148429,0.008209647,2.412821E-05,0.01394982,0.0002149926,0.01026076,0.01175703,0.01958346,0.01986937,0.02664846,0.05849762,0.007000456,0.001372682,0.03167425,0.1365817,0.3272807,0.01015582,0.05624123,0.002025458,0.413632,0.05000468,0.2055158,0.001136231,0.01803013,0.4505207,0.002894629,0.09248653,0.01727402,0.0179018,0.09136695,1.309387,2.129646,0.6587885,0.194625,0.09151728,0.01094901,0.01024257,0.009753023,5.582807,0.0340083,0.003512085,0.04589719,0.2140485,4.820371,5.510388,16.88917,24.42692,41.53745,3.31961,33.28096,71.63368
13,0.02405654,0.05190864,0.0353612,0.02026314,0.01405479,0.06848069,0.007916915,0.002492995,0.0350105,0.02256513,0.0209897,0.001094449,0.0205635,0.0009566839,0.09408215,0.00117836,0.0209098,0.01890171,0.0174052,0.007679636,3.989459E-05,0.04345208,2.536544E-06,0.0001899004,0.05558779,0.0001968527,0.005296419,0.0007063295,0.008075054,2.424992E-05,0.01306986,0.0002028091,0.01028868,0.01155072,0.01474157,0.02118935,0.02679518,0.05864725,0.006884959,0.001307253,0.03242973,0.1378774,0.3251879,0.01024652,0.05512825,0.001935521,0.4220952,0.05104803,0.2107209,0.001110662,0.0177307,0.4573826,0.002851945,0.09092163,0.01719091,0.02286965,0.09925227,1.295039,2.034075,0.5612667,0.1995765,0.08913762,0.0133951,0.01068191,0.01026476,5.521714,0.02040247,0.003162848,0.04894458,0.2123583,5.179168,5.457787,16.91453,24.41796,41.61642,3.343353,33.41475,71.45995
14,0.02411819,0.05210494,0.03551641,0.02036222,0.01406944,0.06831913,0.007912071,0.002479641,0.0350225,0.02254539,0.02094533,0.001093647,0.02054973,0.0009610059,0.0964513,0.001177819,0.02104892,0.01947127,0.01738591,0.007621514,3.587725E-05,0.04053921,2.630864E-06,0.0001962269,0.05591399,0.000185251,0.005279832,0.0006911106,0.00784488,2.436689E-05,0.0127985,0.0001856837,0.01031289,0.01126855,0.01080852,0.02145988,0.02689362,0.05863211,0.006691917,0.001228134,0.03321459,0.1391117,0.3282693,0.01033728,0.05353815,0.001797883,0.4319619,0.052109,0.2174679,0.001083848,0.01739512,0.4643325,0.00284631,0.08924617,0.01710835,0.02814801,0.1076621,1.348129,1.895781,0.4753048,0.1910982,0.08404831,0.01672776,0.01144208,0.01079169,5.457888,0.01046317,0.00314684,0.05387576,0.2109182,5.516583,5.41643,17.07012,24.43015,41.68358,3.359163,33.49627,71.64054
15,0.02416841,0.05227606,0.03566547,0.02045149,0.01408384,0.0681423,0.007906205,0.002463779,0.03503245,0.02252484,0.02089277,0.001092633,0.02054108,0.0009653125,0.09884615,0.001177493,0.02118143,0.02018747,0.01736806,0.007635267,4.662512E-05,0.03891455,2.59129E-06,0.0002036023,0.0562195,0.0001825238,0.005257837,0.0007013986,0.007733815,2.448363E-05,0.01253792,0.0001712354,0.01033305,0.01108273,0.009831951,0.02173315,0.02705642,0.05866371,0.006505617,0.001156225,0.03393565,0.1396217,0.325484,0.01045164,0.05214361,0.001699334,0.4445031,0.05309978,0.2241857,0.001057583,0.01706615,0.4705594,0.00284611,0.08872537,0.0170268,0.033106,0.1174373,1.34577,1.993892,0.5176972,0.2275794,0.08665368,0.02230135,0.01281185,0.01134043,5.390552,0.006006351,0.003359356,0.05946762,0.2087868,5.816294,5.366011,17.01135,24.4332,41.66279,3.369952,33.40564,71.86427
16,0.02421489,0.05242008,0.03580818,0.02053052,0.01409711,0.06796141,0.007899788,0.00244729,0.03504054,0.02250354,0.02083572,0.001091101,0.020534,0.0009694778,0.1012193,0.001177513,0.02130851,0.02093538,0.01734614,0.007686909,5.648635E-05,0.03992853,2.714432E-06,0.000208842,0.05648904,0.0001899823,0.005245423,0.0007289703,0.007883805,2.460184E-05,0.01228744,0.0001640681,0.01034925,0.01121605,0.0104645,0.02236379,0.02720785,0.05882674,0.006439784,0.001129793,0.03462062,0.1398814,0.318895,0.01056663,0.05191472,0.001748306,0.4569062,0.05401325,0.2291594,0.001033023,0.01675169,0.475349,0.00284176,0.08843912,0.0169466,0.03713603,0.1275512,1.281621,2.198203,0.616235,0.2837707,0.09140133,0.02853631,0.01428157,0.01170602,5.318351,0.008376791,0.003443597,0.06518703,0.2054615,6.066371,5.305329,16.8139,24.41612,41.59938,3.382879,33.3032,71.8045
17,0.02426379,0.052536,0.03594473,0.02060962,0.0141115,0.0677896,0.00789335,0.002430866,0.03504666,0.02248146,0.02077783,0.001089272,0.02053468,0.0009734785,0.1036154,0.001177759,0.02143092,0.02148446,0.01732241,0.00775438,6.412041E-05,0.0409077,3.033735E-06,0.0001920226,0.05673921,0.0001999983,0.005244583,0.0007551387,0.008056888,2.472386E-05,0.01204735,0.0001589292,0.01036183,0.01149395,0.009890901,0.02232276,0.02728963,0.05904115,0.006481522,0.00114054,0.03444432,0.1402028,0.3169712,0.01065984,0.0521933,0.001851223,0.4680865,0.05381062,0.2288648,0.001010363,0.01645669,0.4799807,0.002850927,0.08814593,0.01686965,0.03687604,0.137054,1.175738,2.356568,0.6932797,0.3440395,0.09724976,0.03173128,0.0147548,0.01187567,5.267608,0.01642788,0.003444053,0.07025521,0.2026802,6.088296,5.244685,16.6942,24.39301,41.55936,3.39542,33.36115,71.61715
18,0.02432783,0.05262979,0.03607726,0.02070715,0.01413714,0.06764011,0.00788895,0.002416681,0.03505173,0.02245907,0.02072428,0.001087534,0.02056225,0.0009771533,0.1061926,0.001177409,0.02153551,0.0205836,0.01732069,0.007809969,6.153557E-05,0.04160811,2.676207E-06,0.0001563487,0.05701279,0.0002078049,0.005279779,0.00076739,0.008105104,2.486569E-05,0.01183574,0.0001474104,0.01037524,0.01162292,0.007250112,0.02110483,0.02705449,0.05917132,0.006565838,0.001165254,0.03294609,0.1410705,0.3282869,0.0105821,0.05293999,0.001875844,0.4688781,0.05241276,0.2233331,0.0009887806,0.0162102,0.4883619,0.002914778,0.08795226,0.01678865,0.03190831,0.1349249,1.093929,2.292423,0.6331578,0.3565691,0.09815909,0.02260621,0.01297777,0.01165955,5.271295,0.02587057,0.003251354,0.06633721,0.2034512,5.78384,5.20669,16.92786,24.4318,41.61632,3.391098,33.6237,71.60824
19,0.02440161,0.05271543,0.03620922,0.02081417,0.01416861,0.06751161,0.007886022,0.002403742,0.03505654,0.02243672,0.0206768,0.001086099,0.02059273,0.0009792636,0.1087819,0.001168629,0.0215556,0.01907878,0.01733433,0.007805595,4.937066E-05,0.04202061,2.073533E-06,0.0001259405,0.0573175,0.0002093514,0.005326224,0.0007569378,0.008058464,2.503608E-05,0.01162632,0.0001326518,0.01039027,0.01160747,0.004969583,0.01942082,0.02634608,0.05895772,0.006663647,0.001184842,0.03108039,0.1423252,0.3456662,0.01034632,0.05390457,0.001797462,0.4577225,0.05060559,0.216361,0.0009678722,0.01600681,0.4993226,0.003001318,0.08619286,0.0166542,0.02629371,0.1217791,1.0891,2.134696,0.5310439,0.3264876,0.09165546,0.01391446,0.01082967,0.01077421,5.325408,0.03290375,0.002897299,0.05816895,0.2065968,5.361796,5.146889,17.3715,24.54502,41.72266,3.375053,33.82401,71.98024
20,0.02447858,0.05280302,0.03634357,0.02092405,0.01420158,0.06739809,0.007884247,0.002391633,0.03506295,0.0224153,0.02063609,0.001084861,0.02061157,0.0009815687,0.1113224,0.001152983,0.02150886,0.01745012,0.01735383,0.007770432,3.77261E-05,0.04217299,1.627554E-06,0.0001007217,0.05764334,0.0002073578,0.005371755,0.0007360789,0.007969864,2.524731E-05,0.01142746,0.0001179744,0.01040784,0.01151436,0.003283167,0.01748282,0.02547679,0.05840397,0.006764698,0.001197343,0.02917993,0.1435845,0.3646225,0.01003059,0.05494389,0.001654721,0.4412687,0.0487066,0.2089453,0.0009480049,0.01583873,0.511802,0.003076484,0.08341039,0.01648477,0.02127923,0.1045306,1.160159,1.943491,0.4372919,0.2849548,0.08208636,0.00806934,0.008852105,0.009392492,5.410347,0.03743177,0.002590102,0.04939307,0.2109805,4.907111,5.086033,17.80592,24.68264,41.7949,3.345515,33.88835,72.39632
21,0.02455404,0.05288084,0.03648224,0.02103226,0.01423391,0.06729224,0.007883125,0.002380079,0.0350723,0.02239535,0.02060412,0.001083583,0.02060353,0.0009845237,0.1139696,0.001144439,0.02151866,0.01583981,0.01736914,0.007808769,4.153671E-05,0.0426177,1.584776E-06,8.113549E-05,0.05794985,0.0002046815,0.005408793,0.0007215017,0.00787665,2.545311E-05,0.01123764,0.0001051964,0.01042814,0.01145475,0.002092548,0.01547695,0.02477224,0.0577195,0.00686698,0.001218052,0.02734686,0.144492,0.383296,0.009689324,0.05615805,0.001497773,0.4220793,0.04682682,0.1997562,0.0009295167,0.01568127,0.5241965,0.003104587,0.08256406,0.01634074,0.01703938,0.08769497,1.269742,1.772162,0.37071,0.2532373,0.07380681,0.004599252,0.007145547,0.008450299,5.496123,0.04299565,0.002969246,0.04198541,0.215143,4.430946,5.086555,18.08594,24.79942,41.8222,3.320365,33.86552,72.61832
22,0.02461409,0.05295215,0.03662559,0.02112513,0.01425422,0.0671924,0.007881197,0.00236725,0.03508571,0.02237699,0.02057889,0.001081964,0.02056141,0.0009875343,0.1165717,0.001143493,0.02160146,0.01548268,0.0173511,0.00787306,4.941233E-05,0.04298438,1.620415E-06,0.0001135174,0.05819543,0.0002093512,0.005405365,0.0007463436,0.008021923,2.564258E-05,0.01104971,0.0001003793,0.01044918,0.01165363,0.0125892,0.01532515,0.02535805,0.05754544,0.006959222,0.001238886,0.02686735,0.1447508,0.3659669,0.009433592,0.05680764,0.001482969,0.4235359,0.04599993,0.1964437,0.0009124342,0.01551671,0.5320256,0.003026196,0.08285542,0.01623802,0.01324754,0.07967231,1.303396,1.935726,0.4954401,0.2897216,0.07687561,0.004890851,0.007508203,0.008559982,5.534618,0.04678866,0.003347899,0.04222198,0.214177,4.292456,5.063453,17.8029,24.80725,41.73832,3.305044,33.55204,72.68053
23,0.02466756,0.05301949,0.03677179,0.02121333,0.01426745,0.06710029,0.007878806,0.002353381,0.03510241,0.02235967,0.02055706,0.001080268,0.02049147,0.0009905181,0.1190859,0.001145407,0.02171243,0.01600919,0.01731414,0.007935112,5.453778E-05,0.04295943,1.70278E-06,0.0001408375,0.05840952,0.0002135199,0.005383716,0.0007669299,0.008242538,2.584275E-05,0.01086881,0.000100188,0.01047075,0.01187417,0.0222265,0.01839847,0.02599424,0.05772106,0.007036428,0.001247489,0.02715816,0.144874,0.3342134,0.009420592,0.05707499,0.001552538,0.432341,0.04640215,0.1980596,0.0008976059,0.01531805,0.5378804,0.002889436,0.08307576,0.01614803,0.01308958,0.08234861,1.253085,2.140522,0.6274018,0.318315,0.0926673,0.007873243,0.008781287,0.009068812,5.517605,0.04567574,0.003481939,0.04507209,0.2109787,4.517306,5.022159,17.33176,24.74333,41.66115,3.316288,33.29506,72.23218
24,0.02472216,0.0530752,0.03691737,0.02129719,0.01427952,0.0670028,0.007876241,0.002339282,0.03511917,0.02234256,0.02053235,0.001078896,0.02041227,0.0009936267,0.1216055,0.001148227,0.02183115,0.01668515,0.01727053,0.007942402,5.099706E-05,0.04105539,1.951521E-06,0.0001529802,0.05862712,0.0002136847,0.005365615,0.0007751326,0.008338362,2.604873E-05,0.01069635,9.863827E-05,0.01049168,0.01184565,0.02070544,0.02139885,0.02638141,0.05798446,0.007049475,0.001221845,0.02772482,0.1456088,0.3171506,0.009499821,0.05666356,0.001587693,0.4434642,0.04726651,0.2021955,0.0008829106,0.01510837,0.5438517,0.002792666,0.08277192,0.01606119,0.01651438,0.08939764,1.171892,2.190411,0.6640487,0.3158335,0.1146936,0.0121343,0.01003306,0.009727438,5.468518,0.03443896,0.003444937,0.04933261,0.207969,4.852873,4.97744,17.03185,24.68169,41.66066,3.344754,33.28261,71.70205
25,0.0247816,0.0531142,0.03705899,0.02138187,0.0142937,0.06689411,0.00787244,0.002329612,0.03513415,0.02232508,0.02051502,0.001078191,0.02034126,0.0009968901,0.1241763,0.001151106,0.02194981,0.01720954,0.01703744,0.007824349,4.01973E-05,0.03847649,2.128002E-06,0.0001546118,0.05888678,0.0002033713,0.005313579,0.0007537586,0.008175938,2.62446E-05,0.01015893,9.576793E-05,0.01051039,0.0116179,0.01550626,0.02279742,0.02670815,0.05791815,0.00692592,0.001162777,0.02836327,0.1468974,0.3145523,0.009591696,0.05531038,0.001528352,0.4523661,0.0483021,0.2070556,0.0008668213,0.01488476,0.5507526,0.002756651,0.08123641,0.01597548,0.02146742,0.09738161,1.148888,2.057999,0.5781382,0.278817,0.120812,0.01451853,0.01048914,0.01025426,5.411651,0.02061112,0.003212249,0.05211429,0.2065465,5.207572,4.949067,17.07558,24.66227,41.73878,3.370154,33.42545,71.52487
26,0.02483774,0.05313234,0.03719542,0.0214623,0.01430959,0.06676444,0.007867733,0.00232148,0.03514687,0.02230693,0.02049689,0.001077907,0.02028462,0.001000271,0.1268369,0.001153823,0.02206539,0.01775952,0.01674956,0.007695932,3.627825E-05,0.0358673,2.242895E-06,0.0001613531,0.05916748,0.0001909301,0.005256541,0.0007253227,0.007916639,2.642902E-05,0.009877439,9.193109E-05,0.01052586,0.01131331,0.01132636,0.02305988,0.02698903,0.05763701,0.006721457,0.001090062,0.02902277,0.1480627,0.3172184,0.009682861,0.05352193,0.001426058,0.4628876,0.04935689,0.2134478,0.0008502358,0.01467035,0.5576901,0.002755355,0.07962909,0.01589098,0.0267106,0.1059135,1.184214,1.898433,0.4956272,0.243817,0.1180402,0.01782135,0.01126855,0.01079345,5.352059,0.0105397,0.003246669,0.05668741,0.205442,5.541193,4.930875,17.25421,24.66529,41.80579,3.386734,33.51299,71.71789
