TimeStep,"Blacktip Shark|Blacktip shark","Dusky Shark|Dusky shark","Sandbar Shark|Sandbar shark","Large Coastal Sharks|Large coastal sharks","Large Oceanic Sharks|Large oceanic sharks","Atlantic Sharpnose Shark|Atlantic sharpnose shark","Small Coastal Sharks|Small coastal sharks","Yellowfin Tuna|Yellowfin tuna","Bluefin Tuna|Bluefin tuna","Other Tunas|Other tunas",Billfish|Billfish,Swordfish|Swordfish,"Pelagic Coastal Piscivores|Pelagic coastal piscivores",Amberjack|Amberjack,Cobia|Cobia,"King Mackerel (0-1)|King mackerel (0-1yr)","King Mackerel (1+)|King mackerel (1+yr)","Spanish Mackerel (0-1)|Spanish mackerel (0-1yr)","Spanish Mackerel (1+)|Spanish mackerel (1+yr)",Skates-rays|Skates-rays,"Gag grouper (0-3yr)|Gag grouper (0-3yr)","Gag grouper (3+yr)|Gag grouper (3+yr)","Red grouper (0-3yr)|Red grouper (0-3yr)","Red grouper (3+yr)|Red grouper (3+yr)","Yellowedge grouper (0-3yr)|Yellowedge grouper (0-3yr)","Yellowedge grouper (3+yr)|Yellowedge grouper (3+yr)","Goliath grouper|Goliath grouper","Deep-water grouper|Deep-water grouper","Shallow-water grouper|Shallow-water grouper","Red snapper (0yr)|Red snapper (0yr)","Red snapper (1-2yr)|Red snapper (1-2yr)","Red snapper (3+yr)|Red snapper (3+yr)","Vermilion snapper|Vermilion snapper","Mutton snapper|Mutton snapper","Other snapper|Other snapper","Inshore coastal piscivores|Inshore coastal piscivores","Sea trout|Sea trout","Oceanic piscivores|Oceanic piscivores","Benthic piscivores|Benthic piscivores","Reef piscivores|Reef piscivores","Reef invertebrate feeders|Reef invertebrate feeders","Demersal coastal invertebrate feeders|Demersal coastal invertebrate feeders","Red drum|Red drum","Benthic coastal invertebrate feeders|Benthic coastal invertebrate feeders",Tilefish|Tilefish,"Gray triggerfish|Gray triggerfish","Coastal omnivores|Coastal omnivores","Reef omnivores|Reef omnivores","Surface pelagics|Surface pelagics",Sardine-herring-scad|Sardine-herring-scad,"Menhaden (0yr)|Menhaden (0yr)","Menhaden (1yr)|Menhaden (1yr)","Menhaden (2yr)|Menhaden (2yr)","Menhaden (3yr)|Menhaden (3yr)","Menhaden (4yr)|Menhaden (4yr)",Anchovy-silverside-killifish|Anchovy-silverside-killifish,Mullet|Mullet,Butterfish|Butterfish,Cephalopod|Cephalopod,"Pink shrimp|Pink shrimp","Brown shrimp|Brown shrimp","White shrimp|White shrimp",Crab|Crab,"Sessile epifauna|Sessile epifauna","Mobile epifauna|Mobile epifauna",Zooplankton|Zooplankton
101,9.228415E-05,0.0005300418,0.0004725828,0.00112953,8.106341E-06,0.005144084,0.0001620654,0.004375233,1.191134E-05,0.01664843,0.0008156085,0.007090767,0.004510975,0.003333175,0.002579296,0,0.003830375,1.298278E-05,7.266842E-05,0.0001425501,3.499162E-05,0.001225952,0,0.003769131,1.645217E-09,0.001071255,4.582763E-05,0.001596374,0.002100776,0.004911272,0.001167486,0.01225362,0.01865296,0.001879573,0.0004015056,0.002849335,0.06230561,0.001065315,0.0007695546,0.001450554,0.0002201725,0.04080871,0.004194201,0.0091092,0.0002052954,0.004615205,0.1540093,1.748674E-05,0.0001604554,0.0002280109,0.001955829,0.6631616,0.4798705,0.1091221,0.0190018,1.402414E-07,0.005303869,0.0003831939,0.001065461,0.06959133,0.09737114,0.08830515,0.1238957,0.01475396,0.0241475,0
102,9.245947E-05,0.0005283153,0.0004692721,0.001130817,8.102027E-06,0.005153605,0.0001620437,0.004381211,1.193797E-05,0.0167179,0.000820831,0.007089731,0.004754819,0.003282972,0.002610975,0,0.003969845,1.473053E-05,6.760683E-05,0.0001428174,3.726284E-05,0.00122649,0,0.00389533,1.641163E-09,0.0010648,5.106748E-05,0.001595655,0.002219586,0.004431535,0.001152778,0.01225976,0.01848104,0.001881879,0.000411829,0.002811901,0.06205018,0.001078954,0.0007723335,0.001469019,0.0002281783,0.04169371,0.004170869,0.00893672,0.0002003915,0.004518056,0.1533269,1.744565E-05,0.0001613052,0.0002388276,0.001769626,0.7170371,0.5406553,0.1241137,0.02170844,1.522624E-07,0.005534949,0.0003905018,0.001061207,0.1222164,0.09725067,0.0957502,0.1204337,0.01469047,0.02418649,0
103,9.22799E-05,0.0005264074,0.0004659627,0.001131422,8.097529E-06,0.005147866,0.0001619418,0.004393741,1.192797E-05,0.0168088,0.0008247484,0.007081653,0.004602447,0.003233121,0.002632031,0,0.004097369,1.231555E-05,5.630114E-05,0.0001431332,3.905679E-05,0.001240873,0,0.00392492,1.637322E-09,0.001059039,4.738227E-05,0.001594924,0.002242386,0.003203878,0.001082957,0.0120686,0.01835826,0.001895634,0.0004311181,0.002651589,0.06153236,0.001102567,0.0007749026,0.001498731,0.0002319842,0.04128573,0.004028969,0.008567777,0.0001960405,0.00443492,0.1542477,1.767304E-05,0.0001625888,0.0002461494,0.001612626,0.7014524,0.4904653,0.1235261,0.02295456,1.215918E-07,0.004941916,0.0003880613,0.001065523,0.1945951,0.09446644,0.09450077,0.1191778,0.01371753,0.02444549,0
104,9.187547E-05,0.0005243443,0.0004625945,0.001131561,8.093037E-06,0.005134403,0.0001617667,0.0044107,1.181703E-05,0.01692675,0.0008203651,0.007042494,0.004031324,0.003187954,0.002610902,0,0.004195108,9.167808E-06,4.518496E-05,0.000143528,4.010016E-05,0.001256118,0,0.003881129,1.636052E-09,0.001053743,3.928424E-05,0.001594535,0.002200175,0.002177833,0.0009913578,0.01162195,0.01819233,0.001914342,0.0004498209,0.002460342,0.06089513,0.001135478,0.0007715873,0.001526077,0.0002311005,0.04023553,0.003852895,0.008190868,0.0001921977,0.004369875,0.155937,1.815761E-05,0.0001604749,0.0002404249,0.001581023,0.6493263,0.4046412,0.1109238,0.02196496,8.825798E-08,0.004166592,0.0003692248,0.001077179,0.2526035,0.08982798,0.08958078,0.1194339,0.012533,0.0244317,0
105,9.14412E-05,0.0005222704,0.0004592918,0.001131554,8.088903E-06,0.005117722,0.0001615525,0.00443005,1.160665E-05,0.01704744,0.0008098001,0.00697407,0.003374829,0.003148745,0.002576445,0,0.004269146,6.95258E-06,3.621356E-05,0.0001439804,4.074106E-05,0.001269287,0,0.003806324,1.636905E-09,0.001049183,3.13672E-05,0.00159475,0.002136333,0.001431946,0.0008896949,0.01109189,0.01791427,0.001935817,0.0004661255,0.002271209,0.06016742,0.001176653,0.0007651783,0.001550633,0.0002265709,0.03893875,0.003669719,0.007835658,0.0001887792,0.004320936,0.1577525,1.871027E-05,0.0001560695,0.0002314313,0.001676913,0.5826479,0.3249958,0.09531967,0.01975688,6.154739E-08,0.003409795,0.000336543,0.001092856,0.290392,0.08326924,0.08492393,0.1205855,0.01136974,0.02443768,0
106,9.107223E-05,0.0005202768,0.0004562707,0.001131803,8.085311E-06,0.005105689,0.0001613699,0.004439833,1.15666E-05,0.01715261,0.0008055835,0.006924799,0.002922888,0.00311043,0.002569241,0,0.004367837,6.606649E-06,2.937193E-05,0.0001443671,4.123509E-05,0.001279617,0,0.003720584,1.634615E-09,0.001045,2.588973E-05,0.001595478,0.002103115,0.0009153491,0.0007868434,0.01064007,0.01760676,0.001958298,0.0004836,0.00209351,0.05943203,0.001213289,0.0007590125,0.001584539,0.0002216309,0.03746548,0.003491998,0.007438685,0.0001858593,0.004271781,0.1591705,1.902779E-05,0.0001548285,0.0002246334,0.001850345,0.5220726,0.2696544,0.08434115,0.01772187,4.261449E-08,0.002737952,0.0003154692,0.001109392,0.324759,0.08601733,0.07636275,0.1216078,0.01021905,0.02487718,0
107,9.080458E-05,0.0005183772,0.000452965,0.001132241,8.082264E-06,0.005099124,0.0001611688,0.004441601,1.162224E-05,0.01721165,0.0008083417,0.00691061,0.002969882,0.003076316,0.002583417,0,0.004453349,7.13665E-06,4.132363E-05,0.0001446389,4.183126E-05,0.001272673,0,0.003810675,1.630346E-09,0.001040966,2.776706E-05,0.001596614,0.002175569,0.005907945,0.0007680056,0.01082067,0.01741758,0.001980685,0.0004991302,0.002072504,0.05904572,0.001121061,0.0007545708,0.001603198,0.000223478,0.03792214,0.003456063,0.007389548,0.0001832538,0.004220136,0.1586405,1.883708E-05,0.0001555859,0.0002116451,0.001918524,0.5668061,0.3735891,0.09623469,0.01889528,4.586102E-08,0.002859213,0.0003181624,0.001121611,0.3472102,0.095865,0.07175305,0.1195705,0.009980586,0.02509999,0
108,9.062555E-05,0.0005165992,0.0004494092,0.001132812,8.079562E-06,0.005095869,0.0001609535,0.00443836,1.172038E-05,0.01725321,0.0008136933,0.0069092,0.003263411,0.003043617,0.002603409,0,0.004514363,7.93509E-06,5.222516E-05,0.0001448667,4.112484E-05,0.001263284,0,0.003947891,1.625747E-09,0.001036869,3.306564E-05,0.001598104,0.002256399,0.01017558,0.0009004747,0.01106025,0.0173245,0.002001052,0.0005094798,0.002110254,0.05881104,0.001035575,0.0007472233,0.0016081,0.0002293782,0.03896179,0.003518742,0.007530934,0.0001807135,0.004163445,0.1576338,1.83397E-05,0.0001566193,0.0001961499,0.001874176,0.6256974,0.483788,0.1066927,0.02123178,6.60384E-08,0.00336016,0.0003282979,0.001123282,0.3506726,0.09805641,0.07088547,0.1165568,0.01054176,0.02519812,0
109,8.177437E-05,0.0005947463,0.0004127428,0.001133644,5.985527E-06,0.006781774,0.0001607796,0.004433439,1.181374E-05,0.01729089,0.0008197711,0.006911277,0.003592628,0.004145824,0.0027034,0,0.005310836,9.654666E-06,6.180001E-05,0.0001451189,3.988222E-05,0.001218103,0,0.006976623,1.620618E-09,0.0005174939,3.814452E-05,0.001599618,0.002230427,0.009325371,0.0007172765,0.01022961,0.01334727,0.001905877,0.0005005808,0.002172196,0.05894747,0.001007672,0.0007412517,0.00158154,0.0002345217,0.04008237,0.003620003,0.007770415,0.0001071442,0.004924028,0.1571176,1.793216E-05,0.0001578798,0.0001937583,0.001783008,0.7463693,0.5700104,0.12033,0.02613875,9.074414E-08,0.003849689,0.0003404262,0.001117638,0.3141488,0.1355778,0.06307009,0.07807222,0.01136735,0.02529264,0
110,8.186982E-05,0.0005925287,0.0004104541,0.00113448,5.983441E-06,0.006747448,0.0001606717,0.004429184,1.188874E-05,0.01733637,0.0008259685,0.00691387,0.003918029,0.004037878,0.00262441,0,0.005069902,1.072471E-05,6.43309E-05,0.0001454753,3.73585E-05,0.001218699,0,0.006447364,1.614131E-09,0.0005205619,3.370071E-05,0.001600853,0.002149825,0.006934684,0.0007547035,0.01030635,0.01344209,0.001878854,0.0004712971,0.002242063,0.05931546,0.001009286,0.0007398095,0.001538442,0.0002335552,0.04066951,0.003737056,0.007979787,0.0001071982,0.00483727,0.1572578,1.774011E-05,0.000156288,0.0002011864,0.001781125,0.6913384,0.4889839,0.1079316,0.02592107,9.814393E-08,0.004032291,0.0003513371,0.001108765,0.2150587,0.1010602,0.06788196,0.07818747,0.01226274,0.02553058,0
111,8.211329E-05,0.000590244,0.0004086411,0.001135422,5.98118E-06,0.006707356,0.0001606482,0.004427151,1.194682E-05,0.01738793,0.0008319195,0.006916003,0.00411683,0.003917905,0.002549971,0,0.004762135,1.173775E-05,6.741416E-05,0.000145877,3.466981E-05,0.001215253,0,0.005828881,1.603965E-09,0.0005227901,2.926125E-05,0.001601627,0.002062369,0.00505699,0.0007578465,0.01037153,0.01353286,0.001826028,0.0004339772,0.002314076,0.05957521,0.00101799,0.0007413351,0.001490306,0.0002296958,0.04172292,0.003855665,0.008280118,0.0001075532,0.004753215,0.1573478,1.769058E-05,0.0001542114,0.0002124344,0.001863335,0.6258236,0.4082463,0.09458487,0.02456167,1.07066E-07,0.004320401,0.0003650432,0.001098612,0.1272736,0.09213571,0.07451392,0.07867322,0.0131182,0.02579684,0
112,8.239121E-05,0.0005880095,0.0004069974,0.00113655,5.978701E-06,0.006664556,0.000160672,0.004427793,1.199266E-05,0.01743986,0.0008374103,0.006917429,0.004205916,0.00380234,0.002535203,0,0.004590279,1.218195E-05,7.090997E-05,0.0001462429,3.406286E-05,0.001205445,0,0.005420304,1.593225E-09,0.0005250634,2.885956E-05,0.001601887,0.00203999,0.004565523,0.0007638496,0.01047607,0.01362092,0.001776055,0.0004025004,0.002379764,0.05948652,0.001016561,0.0007426147,0.001450803,0.0002282119,0.04311474,0.003965457,0.008600016,0.0001079251,0.004678531,0.157032,1.765151E-05,0.0001547385,0.000222877,0.00187896,0.6432185,0.453085,0.09907027,0.02599484,1.25287E-07,0.0048277,0.0003803953,0.001088148,0.07958352,0.098548,0.08234894,0.07892116,0.01388617,0.02596095,0
113,8.268873E-05,0.0005858713,0.0004056358,0.001137962,5.975954E-06,0.006627313,0.0001607054,0.004430891,1.202982E-05,0.01749225,0.0008425849,0.006918145,0.004314235,0.003693929,0.002556802,0,0.004725533,1.318596E-05,7.408595E-05,0.0001465546,3.552605E-05,0.001198985,0,0.005389061,1.582154E-09,0.0005272221,3.30111E-05,0.001601635,0.00213293,0.004633482,0.0007808871,0.01058457,0.01373548,0.00175638,0.0003944894,0.002443717,0.05928485,0.001017892,0.0007444202,0.001451306,0.0002314156,0.04454848,0.004069083,0.008829577,0.0001083362,0.004611752,0.1560783,1.756417E-05,0.000155881,0.0002330204,0.001773718,0.7123811,0.557846,0.1057241,0.02890924,1.440838E-07,0.005371943,0.0003915764,0.001078066,0.07355977,0.1007713,0.09102903,0.07866429,0.01453485,0.02601334,0
114,8.286963E-05,0.000583686,0.0004041941,0.00113927,5.972965E-06,0.006586443,0.0001607335,0.004436655,1.205634E-05,0.017545,0.0008476094,0.006918127,0.004552588,0.00359172,0.002595747,0,0.004902676,1.485398E-05,6.882744E-05,0.0001468445,3.796952E-05,0.001199984,0,0.005402708,1.571027E-09,0.0005292387,3.809798E-05,0.001600911,0.002257501,0.004189066,0.0007709541,0.01066451,0.01386281,0.001762011,0.000405407,0.002413636,0.05895976,0.001032712,0.0007478258,0.001470431,0.0002391092,0.04548852,0.004049691,0.008667591,0.0001087921,0.004550979,0.1552635,1.751686E-05,0.00015694,0.0002438295,0.001570192,0.7768135,0.6415514,0.1110171,0.03211957,1.559841E-07,0.005600786,0.0003982082,0.001073568,0.1277154,0.1003483,0.09990903,0.078538,0.01446868,0.02605262,0
115,8.272661E-05,0.0005812921,0.000402751,0.001139894,5.969846E-06,0.006528672,0.0001607013,0.00444891,1.204596E-05,0.01762053,0.0008512569,0.006911254,0.00441028,0.003495,0.002622366,0,0.005066416,1.224812E-05,5.724307E-05,0.0001471869,3.989264E-05,0.001215255,0,0.005292255,1.560865E-09,0.0005313966,3.515329E-05,0.001600159,0.00228006,0.003039168,0.0007240663,0.01056699,0.01400041,0.001778255,0.0004253233,0.00227571,0.05838432,0.001058944,0.0007507216,0.001499824,0.0002426405,0.04499398,0.003913057,0.008313157,0.0001092699,0.004501046,0.1560814,1.773681E-05,0.0001584118,0.0002508909,0.001409765,0.7566449,0.5896189,0.1070865,0.03275383,1.251496E-07,0.005001652,0.0003950344,0.001077818,0.2016707,0.09721784,0.1004034,0.07971337,0.01350785,0.02632964,0
116,8.237986E-05,0.0005787232,0.0004012359,0.00114005,5.966721E-06,0.006464204,0.0001606124,0.004466021,1.193447E-05,0.01772485,0.0008463609,0.006873538,0.003863934,0.003408559,0.002602672,0,0.005186844,8.963889E-06,4.58682E-05,0.000147615,4.100927E-05,0.001231272,0,0.005098849,1.5547E-09,0.0005336171,2.864814E-05,0.001599754,0.00223462,0.002068744,0.0006632595,0.01023584,0.01408319,0.001799171,0.0004444953,0.00211028,0.05769377,0.001096154,0.0007475516,0.001526513,0.0002417698,0.0438179,0.003742292,0.007949724,0.000109769,0.0044671,0.1577119,1.821824E-05,0.0001565567,0.0002448676,0.00138793,0.6920446,0.4878794,0.09541087,0.030741,9.151165E-08,0.004219353,0.0003754232,0.0010895,0.2608485,0.09173318,0.09673905,0.08179759,0.01234286,0.0262674,0
117,8.200642E-05,0.0005761455,0.0003997537,0.001140063,5.963866E-06,0.006398897,0.000160498,0.004486014,1.172295E-05,0.01783315,0.0008351233,0.006806874,0.003231347,0.003333129,0.002568704,0,0.005274013,6.666386E-06,3.670517E-05,0.0001481064,4.166042E-05,0.00124504,0,0.004886816,1.552068E-09,0.000536033,2.249655E-05,0.001599963,0.002167037,0.001359992,0.0005959944,0.009823276,0.01406089,0.001822774,0.0004612724,0.001946634,0.05691894,0.001141387,0.0007412232,0.001550476,0.000237491,0.04238877,0.003564335,0.007606667,0.0001102768,0.00444758,0.1594857,1.876876E-05,0.0001524379,0.0002357547,0.00150278,0.6110384,0.3895777,0.08188967,0.02752398,6.428154E-08,0.003455046,0.0003419175,0.00110522,0.2992871,0.08431826,0.09297419,0.08443057,0.01120154,0.02622972,0
118,8.16924E-05,0.0005736711,0.0003984807,0.001140343,5.961417E-06,0.006342506,0.0001604276,0.004496076,1.168322E-05,0.01792512,0.0008304099,0.006759354,0.002799896,0.00326232,0.002566064,0,0.00538818,6.266162E-06,2.975921E-05,0.0001485339,4.213765E-05,0.001255984,0,0.004684261,1.546644E-09,0.0005384785,1.85172E-05,0.001600682,0.002132368,0.0008698675,0.0005277612,0.00947438,0.01399887,0.001847297,0.0004794997,0.001793025,0.05613916,0.001181742,0.0007350617,0.001584111,0.0002328251,0.04077931,0.003391562,0.00722229,0.0001108683,0.004424359,0.1608381,1.907663E-05,0.0001514121,0.0002289383,0.001709027,0.5365893,0.3190123,0.07283113,0.02467405,4.467296E-08,0.002775982,0.0003200096,0.001121793,0.3342933,0.09129681,0.08411756,0.08692278,0.01006666,0.02668521,0
119,8.146772E-05,0.0005713134,0.0003968872,0.001140813,5.959381E-06,0.006295783,0.0001603515,0.004497915,1.173987E-05,0.01796882,0.0008328756,0.006746774,0.002852757,0.00319921,0.002586608,0,0.005484429,6.873454E-06,4.204511E-05,0.0001488508,4.274217E-05,0.001249347,0,0.004775773,1.539824E-09,0.0005408498,2.048885E-05,0.001601819,0.002208945,0.005780919,0.0005168515,0.009696565,0.01400696,0.001871773,0.0004957361,0.001776948,0.05570038,0.001085821,0.0007308013,0.001603502,0.0002346335,0.0412792,0.003358974,0.007179132,0.0001114531,0.004395163,0.1602126,1.887306E-05,0.00015236,0.0002157016,0.001831326,0.5837467,0.4270031,0.08257426,0.02579805,4.794456E-08,0.002895429,0.0003219701,0.001133955,0.3560417,0.1015152,0.07955045,0.0870974,0.009819696,0.02690583,0
120,8.132181E-05,0.0005691008,0.0003950144,0.001141417,5.957596E-06,0.006255638,0.0001602727,0.004494767,1.183934E-05,0.01799459,0.0008380144,0.006747077,0.003145301,0.003139897,0.002613196,0,0.005553417,7.732696E-06,5.334392E-05,0.0001491265,4.207128E-05,0.001240338,0,0.004936458,1.533461E-09,0.0005430391,2.53547E-05,0.001603316,0.002294118,0.009978257,0.0006089818,0.009970978,0.01407096,0.001894407,0.0005065862,0.001811752,0.05540273,0.0009942116,0.0007241553,0.001608692,0.0002403398,0.04241596,0.003423491,0.007323639,0.0001118849,0.004357565,0.1591011,1.836587E-05,0.00015358,0.0001997631,0.00182023,0.655599,0.5397635,0.09394913,0.0273694,6.842841E-08,0.003397175,0.0003314913,0.001135426,0.3584926,0.1014143,0.0790828,0.08642899,0.01036375,0.0269909,0
121,8.279357E-05,0.0006256076,0.000486199,0.001142287,7.319204E-06,0.006289807,0.0001602436,0.004489949,1.193382E-05,0.01801687,0.0008439052,0.006751023,0.003471281,0.001220073,0.00150326,0,0.004313934,9.478737E-06,5.42664E-05,0.0001494286,4.084102E-05,0.001287967,0,0.002764026,1.527343E-09,0.0006246054,2.886255E-06,0.001604838,0.002267254,0.009205366,0.0004404272,0.007606302,0.01991726,0.001442914,0.0004977637,0.001867492,0.05542789,0.0009628947,0.0007190959,0.001583213,0.0002452876,0.04363013,0.003525552,0.007564281,9.875575E-05,0.006678233,0.1584811,1.794954E-05,0.0001550145,0.0001971036,0.001748103,0.5921175,0.5155475,0.08979239,0.02555685,9.325689E-08,0.00388583,0.000343041,0.001129506,0.2756383,0.08860091,0.07509786,0.07447977,0.0111747,0.0270723,0
122,8.29089E-05,0.0006231386,0.0004825209,0.001143164,7.316866E-06,0.006263996,0.0001602826,0.00448578,1.200974E-05,0.0180476,0.0008499176,0.006755634,0.003791163,0.001235979,0.001480962,0,0.004078539,1.055602E-05,5.687597E-05,0.0001498346,3.827202E-05,0.001286753,0,0.002749537,1.520954E-09,0.0006256714,3.082787E-06,0.001606079,0.002184015,0.006879658,0.0004643414,0.00775429,0.01973272,0.001431647,0.00046846,0.00193059,0.05567392,0.0009650364,0.0007185725,0.001541389,0.0002443557,0.04424038,0.003643074,0.007776277,9.933604E-05,0.006515459,0.1585358,1.774522E-05,0.0001536107,0.0002043933,0.001786131,0.551012,0.4440998,0.08446655,0.02444891,1.00308E-07,0.004063829,0.0003533659,0.00112033,0.195378,0.09157068,0.08040867,0.0749891,0.01205808,0.02730448,0
123,8.317782E-05,0.0006206503,0.000478689,0.001144153,7.314307E-06,0.006244785,0.0001604023,0.004483738,1.20685E-05,0.01808505,0.0008556788,0.006759901,0.003987238,0.001263283,0.001466509,0,0.00385909,1.158504E-05,5.999591E-05,0.0001502804,3.548731E-05,0.001280718,0,0.002710894,1.513766E-09,0.0006263761,3.322421E-06,0.001606853,0.002094142,0.005040953,0.000467386,0.007899188,0.01942429,0.001402421,0.0004311457,0.001995701,0.0558264,0.0009754986,0.0007209257,0.001494515,0.0002407562,0.04537309,0.00376226,0.008077421,9.98356E-05,0.006340824,0.1585163,1.768055E-05,0.0001517185,0.0002155238,0.001935617,0.4960192,0.3726112,0.07672943,0.02278701,1.088163E-07,0.00434666,0.0003664871,0.001109827,0.1205701,0.0899187,0.0875742,0.07555614,0.0129021,0.02755739,0
124,8.348376E-05,0.0006182319,0.0004748734,0.001145329,7.311457E-06,0.006225827,0.0001605635,0.004484294,1.211485E-05,0.01812333,0.0008609672,0.006763576,0.004078005,0.001293856,0.001488713,0,0.003745098,1.204405E-05,6.343797E-05,0.0001506797,3.485749E-05,0.001267486,0,0.002753338,1.506426E-09,0.0006268209,4.17328E-06,0.001607094,0.002073076,0.004556735,0.0004724539,0.008076749,0.01911492,0.001375328,0.0003998671,0.002055557,0.05567627,0.0009751324,0.0007229614,0.001455945,0.0002394407,0.04687747,0.003873134,0.008397344,0.0001002344,0.006182618,0.1580599,1.762655E-05,0.0001523771,0.0002257924,0.002007862,0.5164844,0.4150621,0.08306105,0.0235188,1.268458E-07,0.00484983,0.0003812595,0.001098998,0.07778753,0.09717048,0.09604348,0.07579629,0.01365879,0.02769444,0
125,8.380911E-05,0.0006159224,0.0004713827,0.001146793,7.30828E-06,0.006212103,0.0001607281,0.004487245,1.215244E-05,0.01816225,0.0008659343,0.006766574,0.004188731,0.001324369,0.001532685,0,0.003870999,1.303612E-05,6.654776E-05,0.0001510119,3.639138E-05,0.001257876,0,0.002974138,1.499032E-09,0.0006270739,6.112646E-06,0.001606806,0.002172043,0.004608363,0.0004843115,0.008258625,0.01888198,0.001370681,0.0003924934,0.002114115,0.05543093,0.0009769894,0.0007254306,0.00145752,0.0002423406,0.04842503,0.003978048,0.008627363,0.0001006316,0.006043592,0.1569464,1.752616E-05,0.0001536354,0.0002357265,0.00191166,0.5892878,0.5148794,0.09305856,0.02485988,1.45537E-07,0.005390216,0.0003918542,0.00108856,0.07171239,0.09950168,0.1054191,0.07553131,0.01429668,0.02770959,0
126,8.401462E-05,0.0006135615,0.0004678377,0.001148153,7.304798E-06,0.006194083,0.0001608784,0.004492811,1.217926E-05,0.0182021,0.0008707488,0.006768919,0.004426382,0.001353351,0.001586927,0,0.004032412,1.467266E-05,6.215413E-05,0.0001513083,3.894873E-05,0.001256229,0,0.003189382,1.491761E-09,0.0006271879,8.76764E-06,0.001606029,0.002303189,0.004170245,0.0004789647,0.008418442,0.018712,0.001384444,0.0004042454,0.002090104,0.05507958,0.0009931643,0.000729398,0.001477852,0.0002496807,0.04940772,0.003961522,0.008472891,0.00010106,0.005921039,0.1559805,1.746446E-05,0.0001547983,0.000246319,0.001665916,0.665848,0.5962587,0.1033651,0.02623529,1.573158E-07,0.005613412,0.0003978754,0.001083812,0.1220411,0.09914082,0.1149076,0.0753975,0.01422681,0.02771216,0
127,8.388956E-05,0.0006109747,0.0004643996,0.001148823,7.301156E-06,0.00615915,0.000160959,0.004504809,1.216886E-05,0.01826638,0.0008741275,0.006764575,0.00429094,0.001380464,0.001632417,0,0.004181287,1.20007E-05,5.200923E-05,0.0001516446,4.093819E-05,0.001270445,0,0.003297867,1.485503E-09,0.0006274612,9.821424E-06,0.001605199,0.002325911,0.00303917,0.0004504326,0.008432175,0.01859601,0.001405505,0.0004250192,0.001970344,0.05451073,0.001022422,0.0007323949,0.001507555,0.0002529441,0.048813,0.003828741,0.008128886,0.0001015101,0.005820563,0.156664,1.766843E-05,0.0001563474,0.0002531156,0.001473699,0.664799,0.5524706,0.1038593,0.02616632,1.265226E-07,0.005010129,0.00039401,0.001087928,0.1928695,0.09615813,0.1149522,0.07651157,0.0132767,0.02796618,0
128,8.355982E-05,0.000608196,0.0004609743,0.001149018,7.297524E-06,0.00611698,0.0001609724,0.004521931,1.205698E-05,0.01836027,0.0008687706,0.006729613,0.003758305,0.001408004,0.00164691,0,0.004293541,8.699636E-06,4.189774E-05,0.0001520595,4.205819E-05,0.001285503,0,0.003321463,1.48358E-09,0.0006278973,9.771911E-06,0.001604704,0.002277371,0.00207817,0.0004131729,0.008250577,0.01843139,0.001429481,0.000444695,0.00182587,0.05385425,0.001065098,0.0007289617,0.00153415,0.0002520948,0.04750019,0.003661796,0.007775081,0.0001019833,0.00574829,0.1581924,1.813715E-05,0.0001546021,0.0002469473,0.001478,0.6127051,0.4596942,0.09492665,0.02445495,9.284224E-08,0.004224469,0.0003737684,0.001099513,0.2498496,0.09105715,0.1102629,0.07849048,0.01213078,0.02782289,0
129,8.320565E-05,0.0006054069,0.0004576729,0.001149075,7.294201E-06,0.00607307,0.0001609515,0.004542286,1.184421E-05,0.0184589,0.0008569458,0.006666008,0.00313931,0.001436734,0.001651092,0,0.004377128,6.405829E-06,3.370929E-05,0.0001525305,4.264797E-05,0.001298083,0,0.003304026,1.485315E-09,0.0006286386,9.3227E-06,0.001604829,0.00220604,0.001373607,0.0003717728,0.007994554,0.01814455,0.001454975,0.000461808,0.00168291,0.05313148,0.001116263,0.0007222167,0.00155793,0.0002479787,0.04592964,0.003487579,0.007440567,0.0001024666,0.005700882,0.1598732,1.867506E-05,0.000150603,0.0002378658,0.001673594,0.5363746,0.3680278,0.08258524,0.02197929,6.543982E-08,0.003457674,0.000339766,0.001115133,0.2871083,0.08397408,0.1054285,0.0809912,0.01101169,0.02770903,0
130,8.291227E-05,0.0006027372,0.0004546809,0.001149395,7.291394E-06,0.006036686,0.0001609663,0.004552343,1.180488E-05,0.01854033,0.0008517796,0.006621464,0.002718805,0.001463902,0.001673416,0,0.004478713,5.995505E-06,2.749061E-05,0.0001529198,4.303718E-05,0.001307703,0,0.003267708,1.483448E-09,0.0006295113,8.951741E-06,0.001605451,0.002169697,0.0008841357,0.0003296233,0.007780573,0.01782643,0.001480618,0.0004806929,0.001548834,0.05240747,0.001162255,0.0007155418,0.001591661,0.0002434846,0.04417643,0.00331837,0.007064858,0.0001030245,0.005651936,0.1611101,1.896464E-05,0.0001496375,0.0002311703,0.001986634,0.462743,0.3007516,0.07358336,0.01985988,4.557825E-08,0.002777166,0.0003174692,0.001131596,0.3207289,0.08931885,0.09442878,0.08335729,0.009895228,0.02813846,0
