TimeStep,"Blacktip Shark|Blacktip shark","Dusky Shark|Dusky shark","Sandbar Shark|Sandbar shark","Large Coastal Sharks|Large coastal sharks","Large Oceanic Sharks|Large oceanic sharks","Atlantic Sharpnose Shark|Atlantic sharpnose shark","Small Coastal Sharks|Small coastal sharks","Yellowfin Tuna|Yellowfin tuna","Bluefin Tuna|Bluefin tuna","Other Tunas|Other tunas",Billfish|Billfish,Swordfish|Swordfish,"Pelagic Coastal Piscivores|Pelagic coastal piscivores",Amberjack|Amberjack,Cobia|Cobia,"King Mackerel (0-1)|King mackerel (0-1yr)","King Mackerel (1+)|King mackerel (1+yr)","Spanish Mackerel (0-1)|Spanish mackerel (0-1yr)","Spanish Mackerel (1+)|Spanish mackerel (1+yr)",Skates-rays|Skates-rays,"Gag grouper (0-3yr)|Gag grouper (0-3yr)","Gag grouper (3+yr)|Gag grouper (3+yr)","Red grouper (0-3yr)|Red grouper (0-3yr)","Red grouper (3+yr)|Red grouper (3+yr)","Yellowedge grouper (0-3yr)|Yellowedge grouper (0-3yr)","Yellowedge grouper (3+yr)|Yellowedge grouper (3+yr)","Goliath grouper|Goliath grouper","Deep-water grouper|Deep-water grouper","Shallow-water grouper|Shallow-water grouper","Red snapper (0yr)|Red snapper (0yr)","Red snapper (1-2yr)|Red snapper (1-2yr)","Red snapper (3+yr)|Red snapper (3+yr)","Vermilion snapper|Vermilion snapper","Mutton snapper|Mutton snapper","Other snapper|Other snapper","Inshore coastal piscivores|Inshore coastal piscivores","Sea trout|Sea trout","Oceanic piscivores|Oceanic piscivores","Benthic piscivores|Benthic piscivores","Reef piscivores|Reef piscivores","Reef invertebrate feeders|Reef invertebrate feeders","Demersal coastal invertebrate feeders|Demersal coastal invertebrate feeders","Red drum|Red drum","Benthic coastal invertebrate feeders|Benthic coastal invertebrate feeders",Tilefish|Tilefish,"Gray triggerfish|Gray triggerfish","Coastal omnivores|Coastal omnivores","Reef omnivores|Reef omnivores","Surface pelagics|Surface pelagics",Sardine-herring-scad|Sardine-herring-scad,"Menhaden (0yr)|Menhaden (0yr)","Menhaden (1yr)|Menhaden (1yr)","Menhaden (2yr)|Menhaden (2yr)","Menhaden (3yr)|Menhaden (3yr)","Menhaden (4yr)|Menhaden (4yr)",Anchovy-silverside-killifish|Anchovy-silverside-killifish,Mullet|Mullet,Butterfish|Butterfish,Cephalopod|Cephalopod,"Pink shrimp|Pink shrimp","Brown shrimp|Brown shrimp","White shrimp|White shrimp",Crab|Crab,"Sessile epifauna|Sessile epifauna","Mobile epifauna|Mobile epifauna",Zooplankton|Zooplankton
253,3.582009E-05,0.0006908241,0.0002383593,0.001229365,1.423219E-05,0.004456456,0.000157564,0.004809668,1.387647E-05,0.02028489,0.0009355285,0.006640379,0.003247161,0.001812814,0.002529589,0,0.005683517,9.468123E-06,4.435107E-05,0.0001744437,4.944917E-05,0.001061302,0,0.003551697,1.290048E-09,0.0004773627,0.0001051609,0.001630387,0.002938385,0.009152482,0.0001242797,0.01051673,0.02269724,0.0009444657,0.0005937711,0.0004578598,0.02613419,0.0007620171,0.0006017412,0.001578259,0.0002879975,0.07789076,0.003193748,0.00607142,0.0001500925,0.002990292,0.1384825,1.850003E-05,0.0001440551,0.0002076123,0.002207397,0.3201485,0.4376064,0.1066294,0.01835708,1.128914E-07,0.004179254,0.000342181,0.001172829,0.3745984,0.08540519,0.06262783,0.06173052,0.01079242,0.02827978,0
254,3.592202E-05,0.000689154,0.0002406022,0.001230229,1.423143E-05,0.004482596,0.0001575595,0.004799786,1.395776E-05,0.02027289,0.0009401628,0.006657432,0.003567599,0.001820976,0.002447605,0,0.005222396,9.028954E-06,4.136711E-05,0.0001746214,4.566663E-05,0.001050832,0,0.003401535,1.289213E-09,0.0004745333,0.0001020773,0.001631243,0.00280536,0.006540565,0.0001282115,0.01055812,0.02234505,0.00092468,0.0005473628,0.0004702919,0.02630329,0.0007782076,0.0006058401,0.001537383,0.0002844407,0.077202,0.003310876,0.006083792,0.0001491374,0.002984236,0.1391629,1.835221E-05,0.0001405276,0.0002196529,0.002176563,0.3033541,0.3706492,0.09707448,0.01755735,1.093095E-07,0.004172872,0.0003663502,0.001161881,0.2175507,0.08442424,0.06509195,0.06234335,0.01170234,0.02835295,0
255,3.608557E-05,0.0006880306,0.0002427959,0.001231324,1.423012E-05,0.004517549,0.000157623,0.004792232,1.402317E-05,0.02026195,0.0009443335,0.006674323,0.003605323,0.001831947,0.002390565,0,0.004880054,1.045661E-05,4.316328E-05,0.0001747435,4.315349E-05,0.001025923,0,0.003295231,1.287558E-09,0.0004740143,9.902499E-05,0.001631633,0.002710153,0.005189428,0.0001293743,0.01066107,0.02184633,0.000901159,0.0005001852,0.000486771,0.02632434,0.0007841614,0.0006109666,0.001495854,0.0002801334,0.07875892,0.003425137,0.006272101,0.0001479813,0.002977175,0.1391517,1.82819E-05,0.0001392839,0.0002325065,0.002207137,0.2918988,0.3559011,0.09059441,0.01704661,1.18779E-07,0.0044935,0.0003909434,0.001149809,0.1072646,0.08094823,0.06861376,0.0627077,0.01252351,0.02843951,0
256,3.628437E-05,0.0006868385,0.0002447235,0.00123218,1.422808E-05,0.004552474,0.0001576687,0.004787357,1.407698E-05,0.02025262,0.0009481644,0.00669045,0.003621797,0.001843763,0.002383396,0,0.004693649,1.113577E-05,4.543525E-05,0.0001747871,4.191865E-05,0.001001417,0,0.00330656,1.28545E-09,0.0004735469,9.860474E-05,0.001631494,0.002687356,0.004611301,0.0001307823,0.01077367,0.02140087,0.0008829351,0.0004654352,0.0005038404,0.02619792,0.0007866318,0.0006161326,0.001462007,0.0002795554,0.08101127,0.003532595,0.006504612,0.0001467113,0.002971692,0.1387602,1.82072E-05,0.0001399814,0.0002438727,0.002150655,0.3073812,0.4295242,0.09284443,0.01833478,1.357528E-07,0.004973436,0.0004051498,0.001137735,0.07139128,0.08982295,0.07281188,0.06280172,0.01324586,0.0284149,0
257,3.64576E-05,0.0006855953,0.0002466959,0.001233174,1.422573E-05,0.004588211,0.0001577066,0.004784906,1.412034E-05,0.02024421,0.0009518598,0.006705687,0.003680649,0.001854994,0.002409225,0,0.004848938,1.227921E-05,4.735188E-05,0.0001747441,4.297071E-05,0.0009818634,0,0.003448045,1.28291E-09,0.0004730481,0.0001017994,0.001630807,0.002814679,0.004444203,0.0001328497,0.01088571,0.02109801,0.0008792942,0.0004642786,0.0005213881,0.02601873,0.0007976215,0.0006216034,0.001463706,0.0002845036,0.08331081,0.003624959,0.006660842,0.0001457629,0.002966471,0.1376261,1.808682E-05,0.0001410538,0.000255058,0.00200419,0.3346123,0.5371254,0.09782986,0.02036172,1.535892E-07,0.005479,0.0004178479,0.001126682,0.07650759,0.09364492,0.07781165,0.06255871,0.01379498,0.02826351,0
258,3.652133E-05,0.0006841781,0.0002484974,0.001234033,1.422268E-05,0.004614764,0.0001577373,0.00478448,1.415651E-05,0.02023779,0.0009554114,0.006720074,0.003858804,0.001864223,0.002450159,0,0.005044406,1.408668E-05,4.375363E-05,0.0001746666,4.539484E-05,0.0009684824,0,0.003611591,1.279996E-09,0.0004725087,0.0001060129,0.001629636,0.002984174,0.003946318,0.0001302041,0.0109759,0.02088792,0.0008848206,0.0004822236,0.0005217422,0.02582575,0.0008202064,0.0006277888,0.001482285,0.0002929172,0.0847346,0.003623698,0.006564666,0.0001451231,0.002960736,0.1366018,1.802265E-05,0.000141926,0.0002669643,0.001776053,0.3587768,0.627934,0.1020228,0.0228605,1.63409E-07,0.005691205,0.0004293196,0.001120876,0.1275959,0.09421656,0.0834637,0.06245897,0.01373734,0.02808912,0
259,3.65408E-05,0.0006824576,0.0002505986,0.001234425,1.421896E-05,0.00463621,0.0001577207,0.004791181,1.416077E-05,0.02025793,0.000957378,0.006729787,0.003864863,0.0018709,0.002475253,0,0.005223924,1.194413E-05,3.66289E-05,0.0001746636,4.697472E-05,0.0009771667,0,0.003641462,1.278093E-09,0.0004719284,0.0001046365,0.001628371,0.002978756,0.00292266,0.000121909,0.01092258,0.02074761,0.0008942242,0.0005097319,0.0004978949,0.02566407,0.0008575796,0.0006319961,0.001509491,0.0002979612,0.08353187,0.003512709,0.00631991,0.0001442539,0.002957426,0.1369338,1.817526E-05,0.0001430647,0.0002733822,0.001621211,0.3520789,0.6013969,0.09781733,0.02429454,1.334239E-07,0.005135582,0.0004150913,0.001124133,0.2012132,0.09333759,0.08752505,0.06310562,0.01288524,0.02830095,0
260,3.655501E-05,0.0006807505,0.0002529346,0.001234691,1.421527E-05,0.004657296,0.0001577145,0.004802629,1.411927E-05,0.02031364,0.0009528411,0.006727547,0.003290392,0.001879166,0.002475862,0,0.005352885,8.149768E-06,2.935486E-05,0.0001747884,4.821465E-05,0.0009861832,0,0.003608455,1.279447E-09,0.0004715331,0.000100776,0.001627444,0.002894751,0.001976138,0.0001115265,0.0106071,0.02058884,0.0009052062,0.0005331076,0.000462237,0.02546379,0.0009098544,0.0006300619,0.001533483,0.0002955441,0.08094381,0.003359427,0.006057851,0.0001434189,0.002963202,0.1383091,1.873532E-05,0.00014227,0.0002699833,0.001590189,0.3296699,0.5091402,0.08671442,0.02364376,1.008786E-07,0.00438045,0.0003905355,0.001134307,0.2639927,0.08939417,0.08681738,0.06449924,0.01184017,0.02828646,0
261,3.649881E-05,0.0006790505,0.0002553499,0.001234868,1.421231E-05,0.004671828,0.0001577155,0.004813278,1.404435E-05,0.02038563,0.0009441805,0.006697081,0.002719533,0.001889099,0.002468944,0,0.005447827,5.593207E-06,2.359384E-05,0.0001749782,4.880922E-05,0.0009927213,0,0.003560539,1.283509E-09,0.000471408,9.633307E-05,0.001627043,0.002792418,0.001291412,0.0001001846,0.01022109,0.02023754,0.0009169218,0.0005537462,0.0004254261,0.02522941,0.0009748549,0.0006229128,0.001555996,0.0002899708,0.07804924,0.003199798,0.005797924,0.0001429751,0.002973137,0.1400024,1.93303E-05,0.0001406364,0.0002593519,0.001704463,0.2999399,0.4132921,0.07409955,0.02186405,7.447038E-08,0.003628275,0.0003687394,0.001148632,0.3036878,0.08268683,0.08284096,0.06632139,0.01072894,0.0282049,0
262,3.640032E-05,0.00067745,0.0002577091,0.001235121,1.421017E-05,0.004682276,0.000157701,0.004817002,1.402032E-05,0.02041147,0.0009393077,0.006673314,0.002480821,0.001899014,0.002460072,0,0.005564675,5.187291E-06,1.957306E-05,0.0001750847,4.961684E-05,0.0009972679,0,0.003531282,1.286325E-09,0.0004715136,9.200724E-05,0.001627201,0.002754415,0.0008153145,8.873128E-05,0.009954236,0.019824,0.0009289024,0.0005798385,0.0003907068,0.02500307,0.001035537,0.0006160486,0.001586973,0.0002849651,0.07502201,0.003049275,0.005519138,0.0001426694,0.002979333,0.1413888,1.962862E-05,0.0001409873,0.0002502054,0.001927456,0.2714402,0.3477463,0.06712577,0.02031533,5.453897E-08,0.002946801,0.0003514032,0.001164199,0.3385004,0.08546755,0.0779177,0.06808663,0.009696631,0.02865783,0
263,3.629082E-05,0.0006759199,0.0002593726,0.001235604,1.420912E-05,0.00469236,0.0001576704,0.00481281,1.405735E-05,0.02039989,0.0009409231,0.006678193,0.002605567,0.001911873,0.002470083,0,0.005641683,5.958871E-06,3.041834E-05,0.0001750364,5.046033E-05,0.0009787895,0,0.003673371,1.286175E-09,0.000471745,9.35065E-05,0.001627775,0.002857721,0.00751668,9.237698E-05,0.01019233,0.01965307,0.0009404365,0.0005982504,0.0003898298,0.0247897,0.0009024977,0.0006115878,0.001600618,0.000288219,0.07556735,0.003058357,0.005505035,0.0001425902,0.00297993,0.1407098,1.922351E-05,0.0001421928,0.000231619,0.002014449,0.2944469,0.4466664,0.07363267,0.02196333,6.36917E-08,0.003140124,0.0003561398,0.001173349,0.3578455,0.09346268,0.07538595,0.06811754,0.009682843,0.02874252,0
264,3.623893E-05,0.0006745005,0.0002605669,0.001236051,1.420891E-05,0.004703899,0.0001576192,0.004804515,1.412361E-05,0.02037518,0.0009446613,0.006693453,0.002848545,0.001924324,0.002491573,0,0.005713092,7.206226E-06,3.794832E-05,0.000174934,4.999356E-05,0.0009618819,0,0.003824659,1.285596E-09,0.0004717296,9.740371E-05,0.001628651,0.002980311,0.01009528,0.000107874,0.01041862,0.01960072,0.0009510916,0.0006071464,0.0003997355,0.02459239,0.0008137912,0.000608577,0.001602447,0.0002950908,0.07725713,0.003133378,0.005611312,0.0001422499,0.002974616,0.1395666,1.864111E-05,0.000143339,0.0002193008,0.001969812,0.3207827,0.5388297,0.07928903,0.02413767,8.615161E-08,0.003641356,0.0003680117,0.001172272,0.3640283,0.09520126,0.07557285,0.06758688,0.0102594,0.0286657,0
265,3.627272E-05,0.00053171,0.0002257201,0.001236747,1.61395E-05,0.004295431,0.0001576004,0.004795246,1.418966E-05,0.02034788,0.000948925,0.00671127,0.003057558,0.002284395,0.001979135,0,0.003943721,9.48776E-06,3.387077E-05,0.0001748198,5.025638E-05,0.0009062602,0,0.00367042,1.284566E-09,0.0004723093,8.174277E-05,0.001629515,0.003075999,0.009633902,0.0001674237,0.01137675,0.01973211,0.001316069,0.0006036171,0.0004135903,0.02445237,0.0007771603,0.0006081745,0.001587687,0.0003041996,0.07940799,0.003232677,0.005782087,0.0001590747,0.003939614,0.1385833,1.818142E-05,0.0001443163,0.0002203455,0.001911604,0.4294892,0.7141885,0.1029292,0.0310244,1.122213E-07,0.004249152,0.0003805494,0.001164945,0.4198264,0.1052958,0.09421966,0.07851993,0.01103306,0.02849414,0
266,3.638121E-05,0.0005326378,0.0002273839,0.001237412,1.613823E-05,0.00432368,0.0001576206,0.00478666,1.424636E-05,0.02032798,0.000953201,0.006729545,0.003310341,0.002280835,0.001945514,0,0.003730107,1.128209E-05,3.463938E-05,0.0001748735,4.688235E-05,0.0009022132,0,0.003596387,1.283199E-09,0.0004719229,8.162545E-05,0.001630078,0.00299213,0.007279289,0.0001749727,0.01144842,0.01971926,0.001305076,0.0005689117,0.0004316697,0.0245588,0.0007799305,0.0006118449,0.001551351,0.0003011403,0.08026449,0.003350659,0.00595994,0.0001580605,0.003901935,0.1384745,1.798322E-05,0.0001433312,0.0002308687,0.002000397,0.3883858,0.6256127,0.09703732,0.03029525,1.206019E-07,0.004492152,0.0003878434,0.001154552,0.2700068,0.09444515,0.09543665,0.07788172,0.01186418,0.02857096,0
267,3.657799E-05,0.0005341235,0.000229257,0.001238276,1.613663E-05,0.0043576,0.0001576897,0.004780182,1.429371E-05,0.02031415,0.00095727,0.006746769,0.003473494,0.002273161,0.001926867,0,0.003540128,1.291205E-05,3.558725E-05,0.0001749463,4.470593E-05,0.0008923294,0,0.003516937,1.280578E-09,0.0004713913,8.060511E-05,0.001630178,0.002876169,0.005491603,0.0001765208,0.01152263,0.01967477,0.001278013,0.0005268178,0.000450133,0.02463192,0.0007904265,0.0006173459,0.001510856,0.0002971032,0.08191453,0.003469799,0.006200707,0.0001569141,0.003860096,0.138183,1.791684E-05,0.0001428699,0.0002440396,0.002131543,0.3512749,0.544244,0.09527461,0.02886587,1.335034E-07,0.004862542,0.0003972069,0.001143128,0.1472498,0.08963977,0.09755486,0.07701137,0.01264602,0.0286516,0
268,3.676626E-05,0.0005355717,0.0002311681,0.001239199,1.613496E-05,0.004390625,0.0001577839,0.00477607,1.433128E-05,0.02030392,0.0009610077,0.00676278,0.003543185,0.002265825,0.001936506,0,0.00339537,1.368809E-05,3.702127E-05,0.0001749951,4.302705E-05,0.0008766075,0,0.003433321,1.277344E-09,0.0004707664,7.98675E-05,0.001629755,0.002838644,0.004421114,0.0001753067,0.01161324,0.01961744,0.001249744,0.0004905918,0.0004676957,0.02458316,0.0007982905,0.0006228186,0.00147189,0.0002958911,0.0843002,0.003582442,0.006461763,0.0001557455,0.003822202,0.1369642,1.790211E-05,0.0001434835,0.0002565947,0.002175934,0.3408971,0.5225719,0.1024796,0.0279002,1.501304E-07,0.005363278,0.0004142337,0.001132085,0.08725686,0.09269325,0.1009327,0.0758538,0.0133324,0.02867445,0
269,3.694828E-05,0.0005370373,0.0002331784,0.001240338,1.613158E-05,0.004426145,0.0001578791,0.004774549,1.436116E-05,0.02029444,0.0009643796,0.00677781,0.00363612,0.002258623,0.001970899,0,0.003526576,1.464255E-05,3.843357E-05,0.0001749458,4.436697E-05,0.0008654323,0,0.003569338,1.27354E-09,0.0004700765,8.263412E-05,0.001628838,0.002959501,0.00422164,0.0001762827,0.01171834,0.01961156,0.001240053,0.0004909314,0.0004841427,0.0244241,0.0008088444,0.0006281466,0.001474055,0.0003011151,0.08662272,0.003658431,0.006588131,0.00015478,0.003788026,0.1351197,1.784051E-05,0.0001444102,0.0002677095,0.002086019,0.3735993,0.6125386,0.1227498,0.02886966,1.680359E-07,0.005870021,0.0004290017,0.001122928,0.08811919,0.09501714,0.1051393,0.07430289,0.01378108,0.02854771,0
270,3.702006E-05,0.0005383134,0.0002350018,0.00124118,1.612685E-05,0.004453866,0.0001579443,0.004778153,1.437173E-05,0.020295,0.0009674287,0.006791967,0.003864745,0.002249667,0.002017342,0,0.003679437,1.588901E-05,3.496249E-05,0.0001748739,4.682545E-05,0.0008641374,0,0.003689171,1.26964E-09,0.0004693617,8.519257E-05,0.001627529,0.003102572,0.003627575,0.0001693731,0.01179316,0.0196297,0.001239859,0.0005122104,0.0004824854,0.02423909,0.0008343715,0.0006342206,0.001496325,0.0003103829,0.08714584,0.003620284,0.006429144,0.0001541102,0.003757816,0.1341888,1.786696E-05,0.0001453507,0.0002789257,0.001858052,0.4084766,0.6755682,0.1415972,0.03004016,1.662867E-07,0.005881651,0.0004402162,0.001121611,0.1567452,0.09519912,0.1093746,0.07313246,0.01347019,0.02850849,0
271,3.703768E-05,0.0005394621,0.0002371805,0.001241611,1.612212E-05,0.00447408,0.0001579716,0.004783853,1.435292E-05,0.02031252,0.0009696133,0.00680101,0.003878684,0.002239326,0.002058199,0,0.003827183,1.280687E-05,2.960048E-05,0.0001748689,4.933464E-05,0.0008774666,0,0.003738462,1.266573E-09,0.0004686872,8.512787E-05,0.001626252,0.003139175,0.002698947,0.0001581408,0.01174551,0.01966111,0.001243187,0.0005420833,0.0004603414,0.0240879,0.0008736068,0.0006362724,0.001524118,0.0003144794,0.0858364,0.003498817,0.006165309,0.0001535545,0.003732599,0.1345018,1.809535E-05,0.0001468789,0.0002844987,0.001668355,0.4128943,0.639708,0.145332,0.02987905,1.333163E-07,0.005250318,0.0004407755,0.001126626,0.2264473,0.09362325,0.107514,0.07283963,0.01258069,0.02882385,0
272,3.696111E-05,0.0005403584,0.0002392779,0.001241434,1.611725E-05,0.00448331,0.0001579631,0.004794613,1.425115E-05,0.02042961,0.0009644362,0.006792549,0.003247834,0.002232991,0.002051263,0,0.003910056,8.488375E-06,2.436839E-05,0.0001750096,4.976211E-05,0.0008907971,0,0.003674385,1.268255E-09,0.000468108,8.254533E-05,0.001625481,0.00305179,0.001816245,0.0001443353,0.0113354,0.01958375,0.001248973,0.0005612219,0.0004269376,0.02391152,0.0009238278,0.0006328337,0.001544256,0.0003110447,0.08316269,0.003341779,0.005910877,0.0001527483,0.003723036,0.1359776,1.872176E-05,0.0001455105,0.0002803276,0.00167873,0.3823242,0.5341223,0.1291538,0.02749529,9.966482E-08,0.00445726,0.0004235675,0.001137523,0.2760198,0.08998004,0.0989463,0.07343812,0.01153991,0.0286298,0
273,3.685499E-05,0.0005411589,0.000241475,0.001241088,1.611385E-05,0.004490477,0.0001578863,0.004807619,1.409018E-05,0.02051079,0.0009525285,0.00675534,0.002747611,0.002230736,0.00204061,0,0.003975454,5.761763E-06,1.9724E-05,0.0001752269,4.962036E-05,0.0009004276,0,0.003575419,1.27363E-09,0.000467826,7.931864E-05,0.001625401,0.002931956,0.001208389,0.0001294086,0.01086219,0.01922354,0.001256179,0.0005770609,0.0003923338,0.02368964,0.0009807388,0.000625214,0.001564866,0.0003038274,0.08011165,0.003179487,0.005672201,0.0001517256,0.003722466,0.1377101,1.934521E-05,0.0001421426,0.0002744079,0.001876231,0.3390246,0.4339014,0.1101052,0.02440541,7.266181E-08,0.003680408,0.0003783583,0.001151883,0.2953097,0.08277228,0.090999,0.07457834,0.01055584,0.02843069,0
274,3.672718E-05,0.0005420994,0.0002439089,0.001241348,1.611186E-05,0.004500776,0.0001578844,0.004810075,1.406003E-05,0.02054541,0.0009474619,0.006727827,0.002489768,0.002228312,0.002035281,0,0.004056635,5.63799E-06,1.646664E-05,0.0001753423,4.955107E-05,0.0009081158,0,0.003469536,1.275342E-09,0.000467781,7.606667E-05,0.001625812,0.002852619,0.0007671029,0.0001144968,0.01050132,0.01887196,0.001263883,0.0006005074,0.0003605476,0.02351904,0.001036043,0.0006187377,0.001596715,0.0002986146,0.07688031,0.003026603,0.005399755,0.0001510514,0.003715807,0.1388951,1.964203E-05,0.0001413198,0.0002746977,0.002155536,0.3026778,0.3647177,0.09835832,0.02199862,5.24613E-08,0.002983175,0.0003495708,0.001166494,0.3224119,0.08710539,0.08003843,0.07569379,0.009535483,0.02881479,0
275,3.67382E-05,0.0005430626,0.0002462366,0.001241983,1.611098E-05,0.004521345,0.0001578704,0.004805238,1.411324E-05,0.02052689,0.0009479864,0.006730355,0.002440849,0.002227626,0.002051609,0,0.004097815,6.038255E-06,2.224596E-05,0.000175338,4.958461E-05,0.0009089109,0,0.003477392,1.274901E-09,0.0004677725,7.475771E-05,0.001626642,0.002911946,0.001991979,0.0001036503,0.0106376,0.01875058,0.001271895,0.0006248014,0.000354872,0.02336622,0.001048357,0.0006160758,0.001618009,0.000303235,0.07686933,0.002946038,0.005244597,0.0001507345,0.003703605,0.1373256,1.929567E-05,0.0001426014,0.0002726484,0.002250931,0.3248963,0.4268605,0.1094314,0.02240826,5.292839E-08,0.002941228,0.000348388,0.00117855,0.3348436,0.09385194,0.07412934,0.07546841,0.008983982,0.02902938,0
276,3.68097E-05,0.0005443938,0.0002481465,0.001242947,1.611072E-05,0.00454566,0.00015784,0.004796132,1.420716E-05,0.02048529,0.0009508869,0.006745639,0.002630466,0.002229248,0.002077553,0,0.004105408,6.840331E-06,3.0508E-05,0.0001752504,4.934706E-05,0.0008956153,0,0.003605339,1.273668E-09,0.0004677057,7.741532E-05,0.001627833,0.003000428,0.008164926,0.0001194525,0.01096013,0.01877823,0.001278992,0.0006338204,0.000363292,0.02322506,0.0009017229,0.0006135724,0.001618403,0.0003094462,0.0785936,0.002993823,0.005326207,0.0001503943,0.003683055,0.1349429,1.861796E-05,0.0001440394,0.0002535932,0.00218556,0.3705026,0.5334457,0.1255534,0.02398964,7.236255E-08,0.003376706,0.0003539533,0.001180182,0.3263124,0.09498762,0.07276057,0.07440884,0.009321096,0.02899204,0
277,3.766551E-05,0.0004059325,0.0002146815,0.001244136,1.790055E-05,0.004688197,0.0001578465,0.004785364,1.430173E-05,0.02044278,0.0009545346,0.006764843,0.00291922,0.003012313,0.003171631,0,0.00369718,8.363633E-06,3.253399E-05,0.000175246,4.702358E-05,0.0007863035,0,0.0028623,1.272154E-09,0.0006868792,0.0001506987,0.001629049,0.002916881,0.00736662,9.532634E-05,0.01018474,0.02084413,0.001512736,0.0006048132,0.0003783105,0.02327422,0.000864178,0.0006128988,0.00158802,0.0003111972,0.07959923,0.003092438,0.005497186,0.0001130592,0.004508911,0.1338265,1.809932E-05,0.0001449144,0.0002460064,0.001980245,0.3985796,0.5285055,0.1273036,0.02545475,9.239079E-08,0.003755827,0.0003634807,0.001173738,0.1746233,0.09851109,0.08579327,0.07265422,0.01003563,0.02905705,0
278,3.770414E-05,0.0004081644,0.0002165803,0.001245081,1.790042E-05,0.004708175,0.0001579369,0.004775162,1.438071E-05,0.0204214,0.0009583489,0.006784372,0.003215561,0.00297273,0.003040502,0,0.003417752,7.780018E-06,3.153605E-05,0.0001754699,4.279681E-05,0.0007872842,0,0.002744666,1.27055E-09,0.0006871489,0.0001446492,0.001629974,0.002776301,0.005201621,9.770165E-05,0.01027608,0.02055418,0.001467369,0.0005539223,0.0003866189,0.02344875,0.0008856962,0.000616056,0.001544951,0.0003048025,0.07870819,0.003212446,0.005515611,0.0001129869,0.004456291,0.1336711,1.785548E-05,0.0001399774,0.0002515394,0.001915939,0.3821146,0.4220832,0.110215,0.0242846,8.654539E-08,0.003713928,0.0003744146,0.001163744,0.1213003,0.08795061,0.08271665,0.07305208,0.01089893,0.02906873,0
279,3.781183E-05,0.0004108123,0.0002189192,0.001246467,1.790028E-05,0.004734971,0.0001581646,0.004767217,1.444304E-05,0.0204212,0.0009625779,0.006803068,0.003359882,0.002924987,0.002876204,0,0.003121857,7.471998E-06,3.365401E-05,0.0001758017,3.69994E-05,0.0007832432,0,0.002597705,1.268236E-09,0.0006831458,0.0001368512,0.001630451,0.002627253,0.003522683,9.573373E-05,0.01033077,0.01993533,0.001397304,0.0004993863,0.0004024835,0.02359751,0.0009230126,0.0006208747,0.001499514,0.0002911388,0.07938771,0.003335524,0.005690669,0.0001132868,0.004404192,0.1338149,1.78013E-05,0.0001322407,0.0002625236,0.001942408,0.3572126,0.3271081,0.0893425,0.02246743,7.392742E-08,0.003609455,0.0003897908,0.001153613,0.06964951,0.0765255,0.07845982,0.07349748,0.01176682,0.02914598,0
280,3.79425E-05,0.0004135389,0.0002210034,0.00124784,1.789873E-05,0.004756429,0.0001583739,0.004762047,1.44926E-05,0.02041269,0.0009654068,0.006820532,0.00339874,0.002882399,0.00282633,0,0.002964491,7.974524E-06,3.756734E-05,0.0001759874,3.408047E-05,0.0007707507,0,0.002569412,1.265162E-09,0.0006788546,0.0001339901,0.001630435,0.002665286,0.00502158,9.925772E-05,0.01056559,0.01945806,0.001346528,0.0004604179,0.0004185021,0.02354972,0.0008799602,0.000624762,0.001458963,0.0002806928,0.08133621,0.003449481,0.005907666,0.0001136589,0.004357138,0.1331753,1.769902E-05,0.0001306984,0.0002695672,0.001969903,0.3607478,0.3340483,0.08908064,0.02320852,8.502739E-08,0.003967864,0.0004018488,0.001143155,0.04670706,0.08595504,0.0765699,0.07314117,0.01252833,0.02919487,0
281,3.808451E-05,0.0004160132,0.0002226148,0.001248468,1.789614E-05,0.004768561,0.000158441,0.004759533,1.453351E-05,0.02040054,0.0009675163,0.006836534,0.00347607,0.002843262,0.002834493,0,0.002988092,8.697436E-06,4.150208E-05,0.0001760409,3.471551E-05,0.0007611396,0,0.002675279,1.262078E-09,0.0006745,0.000137041,0.001629916,0.002820169,0.006792858,0.0001092537,0.01080719,0.01926677,0.001311426,0.0004482855,0.0004345065,0.02339416,0.0008396975,0.0006286293,0.001453081,0.0002765538,0.0836021,0.003556069,0.006083638,0.0001140022,0.004315485,0.1319952,1.749945E-05,0.0001316194,0.0002743862,0.001863078,0.4033372,0.4482463,0.1050072,0.02683912,1.0518E-07,0.004482492,0.0003978515,0.001132723,0.04791769,0.09378988,0.07610662,0.07218521,0.01318743,0.02908598,0
282,3.81606E-05,0.0004183222,0.0002243368,0.001249308,1.789277E-05,0.004782156,0.0001584906,0.004760463,1.455304E-05,0.02039139,0.0009698238,0.00685106,0.003765809,0.002802785,0.002863147,0,0.003149951,9.276834E-06,3.75187E-05,0.0001760549,3.779723E-05,0.0007627093,0,0.002787045,1.25905E-09,0.0006701714,0.0001387046,0.001628909,0.002895793,0.006219238,0.0001138379,0.01095886,0.01929389,0.001304239,0.0004668738,0.0004274122,0.02320758,0.0008599333,0.0006347196,0.001468453,0.0002795208,0.08343548,0.003516363,0.005959232,0.0001145251,0.004276613,0.1317339,1.73313E-05,0.0001330268,0.0002828196,0.001654037,0.4327169,0.5238609,0.1162901,0.03050665,1.120144E-07,0.004548829,0.0003914246,0.001128402,0.07773191,0.09509231,0.07597707,0.07175296,0.01290244,0.02909766,0
